22.7,33.1,0,8.7,5.5,2.2,21,36,70.5,14.5,6.1,7,5.4,34.3,22.2,19000,27.4
23.4,32.8,0,6.9,3.8,1.7,22.2,51,76.9,14.5,2,7.6,4.3,31.8,23.4,19000,26.9
24.4,29.2,1.5,3.7,2.7,1.2,23.2,72,81.6,14.5,0.8,8.8,5.6,30.7,23.7,19000,26.8
25,29.7,6.5,6.5,3.4,1,23.9,69,84.6,14.5,0.5,9.3,6,30.1,23.5,19500,26.8
25,35.4,0,5.5,3,1.4,23.5,44,72.9,14.5,5.9,8.4,5.4,34.7,23.9,19500,29.3
27.2,32.6,0,7.3,3.7,2,23.2,57,69.4,14.5,0.6,9.3,8,32.2,26.1,20000,29.5
26.8,34,0,9.1,4.9,2.7,21.5,45,62.5,14.4,6.2,6.4,3.3,33,24.5,25000,29.7
25.9,35.9,0,7.8,4.6,2.7,20.2,33,56.6,14.4,11.8,1.8,1.8,39.4,23.3,30000,30.6
24.3,37.2,0,7.6,4.3,2.2,19.9,27,55.5,14.4,13.1,0,0,39.6,20.6,35000,30.8
23.1,35.8,10,9.6,4.9,1.9,21.9,44,71.3,14.4,6.2,5.4,3.6,33,21.4,35000,28.2
23.7,30.9,3,9.9,5.6,1.4,23.2,62,84.3,14.4,0.5,9,3.1,27.2,22.9,37500,26.3
24.8,34.5,0,8.3,4.5,1.7,23.2,44,74,14.4,3.9,7.8,3.4,30.3,23.9,37500,28.7
22.8,33,3.5,14.6,8.2,2,22.4,53,77.9,14.3,2.2,8.9,4.5,29.7,22.4,40000,27
23.3,32,0,6.6,4.6,2.2,22.6,57,75.6,14.3,5.1,6.3,2.6,29.4,22.7,45000,27.6
23.9,35.2,0,5.8,3.4,1.5,22.1,42,66.9,14.3,9.2,4.9,4.9,33.8,22.4,40000,29.6
25.6,35.6,0,7.2,4.5,1.5,22.7,40,64.5,14.3,10.4,3.5,2.3,35.8,23.5,40000,30.8
27.5,36.6,0,7.2,4,1.9,23.9,44,64.9,14.2,8.4,4.6,1.8,35.3,25.7,40000,31.8
22.7,38.4,17,9.2,5.5,1.9,23.8,38,77.1,14.2,3.5,6,2.6,32.3,22.6,42500,28.8
22.5,31.9,0,5,3.4,1.3,24,62,81.3,14.2,0,8.1,1.4,28.8,22.2,42500,27.7
26.4,35.9,11.5,7.5,4.4,1.2,25.5,49,85.3,14.2,3.2,8.9,2.1,29.4,25.6,45000,28.5
24,27.9,3.5,9.9,6,2.6,23.8,79,88.4,14.1,0.6,8.5,7.4,28.5,23.3,45000,25.9
21.9,30.1,0,9.9,6.2,3.5,17.8,33,66.3,14.1,11.4,2.4,2.3,28.6,20.7,45000,25.4
19.1,33.9,0,6.6,3.9,2.1,17.2,27,61.3,14.1,12.7,2.4,0.6,30.5,17.5,45000,26.4
21.9,35.4,0,6.5,4.3,1.9,20.5,41,65.4,14.1,6.9,7.6,3.6,31.1,20.8,40000,28.2
22,30.9,0.5,4.6,2.8,1.5,22.6,62,81.4,14,2.5,7.1,4.9,28.1,21.9,42500,26.3
